,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2022-11-30 11:53:19.000000,2022-11-22 18:28:10,1320.0,17.0,467,97.0,192.0,46.0,102.0,3142,Benchmarks of approximate nearest neighbor libraries in Python.,73.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-11-24 17:27:17.000000,2022-11-24 17:27:16,182.0,25.0,132,53.0,113.0,,2.0,1743,Collection of web-scraping and crawling libraries.,9.0,0,True,2022-11-24 17:27:22.000,2022.11.24,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2022-12-01 13:56:01.000000,2022-11-24 15:15:26,198.0,22.0,182,83.0,115.0,2.0,4.0,2642,Collection of data-loading and -extraction libraries.,9.0,0,True,2022-11-24 15:15:33.000,2022.11.24,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2022-12-01 13:56:01.000000,2022-11-24 15:15:26,198.0,22.0,182,83.0,115.0,2.0,4.0,2642,Collection of database clients for python.,9.0,0,True,2022-11-24 15:15:33.000,2022.11.24,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2022-12-01 13:56:01.000000,2022-11-24 15:15:26,198.0,22.0,182,83.0,115.0,2.0,4.0,2642,"Collection of data-container, dataframe, and pandas-utility libraries.",9.0,0,True,2022-11-24 15:15:33.000,2022.11.24,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2022-12-01 13:56:01.000000,2022-11-24 15:15:26,198.0,22.0,182,83.0,115.0,2.0,4.0,2642,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",9.0,0,True,2022-11-24 15:15:33.000,2022.11.24,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2022-12-01 14:03:57.413422,2022-12-01 12:30:32,139503.0,4758.0,87492,7797.0,22239.0,2381.0,34025.0,171511,An Open Source Machine Learning Framework for Everyone.,4188.0,55,True,2022-11-18 06:01:33.000,2.11.0,171.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],242610.0,228327.0,https://pypi.org/project/tensorflow,2022-11-18 05:40:24.645,14283.0,15281836.0,16150175.0,https://anaconda.org/conda-forge/tensorflow,2022-09-25 19:15:48.038,3810336.0,https://hub.docker.com/r/tensorflow/tensorflow,2022-12-01 14:03:57.413422,2079.0,69810335.0,1.0,,,,,,,,,,,,,,,,,,,,
7,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2022-12-01 14:11:46.000000,2022-12-01 13:58:51,29328.0,416.0,23726,2171.0,14598.0,2143.0,8246.0,52209,scikit-learn: machine learning in Python.,2800.0,52,True,2022-10-26 14:44:14.000,1.1.3,66.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],446095.0,420432.0,https://pypi.org/project/scikit-learn,2022-08-05 14:46:05.647,25663.0,33892592.0,34111027.0,https://anaconda.org/conda-forge/scikit-learn,2022-11-29 18:40:19.851,17255647.0,,,,,1.0,830.0,,,,,,,,,,,,,,,,,,,
8,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2022-12-01 14:26:47.000000,2022-12-01 10:52:17,11469.0,902.0,16782,862.0,9995.0,550.0,10031.0,75160,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1632.0,50,True,2022-11-01 15:45:13.000,4.24.0,100.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",42401.0,41426.0,https://pypi.org/project/transformers,2022-06-21 19:27:20.000,975.0,8232389.0,8248788.0,https://anaconda.org/conda-forge/transformers,2022-11-03 07:57:01.121,622703.0,,,,,1.0,625.0,,,,,,,,,,,,,,,,,,,
9,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2022-12-01 14:13:55.000000,2022-12-01 13:43:10,54374.0,3022.0,16774,1619.0,60230.0,10537.0,19898.0,60665,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3728.0,50,True,2022-10-28 16:54:00.000,1.13.0,42.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],7631.0,,https://pypi.org/project/torch,2022-06-28 16:21:51.000,7631.0,8702765.0,10111148.0,https://anaconda.org/pytorch/pytorch,2022-10-26 20:56:37.700,21124082.0,,,,,1.0,8393.0,,,,,,,,,,,,,,,,,,,
