,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2023-02-16 13:02:53.000000,2023-02-16 13:02:53,1329,12.0,477,96.0,201.0,46.0,102.0,3233,Benchmarks of approximate nearest neighbor libraries in Python.,75.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-02-10 23:19:11.000000,2023-02-10 23:19:10,203,23.0,137,51.0,126.0,,2.0,1809,Collection of web-scraping and crawling libraries.,10.0,0,True,2023-02-10 23:19:24.000,2023.02.09,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-16 13:49:24.000000,2023-02-09 14:03:17,218,22.0,204,84.0,126.0,2.0,4.0,2823,Collection of data-loading and -extraction libraries.,9.0,0,True,2023-02-09 14:03:28.000,2023.02.09,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-16 13:49:24.000000,2023-02-09 14:03:17,218,22.0,204,84.0,126.0,2.0,4.0,2823,Collection of database clients for python.,9.0,0,True,2023-02-09 14:03:28.000,2023.02.09,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-16 13:49:24.000000,2023-02-09 14:03:17,218,22.0,204,84.0,126.0,2.0,4.0,2823,"Collection of data-container, dataframe, and pandas-utility libraries.",9.0,0,True,2023-02-09 14:03:28.000,2023.02.09,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-16 13:49:24.000000,2023-02-09 14:03:17,218,22.0,204,84.0,126.0,2.0,4.0,2823,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",9.0,0,True,2023-02-09 14:03:28.000,2023.02.09,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2023-02-16 14:12:41.000000,2023-02-16 14:12:32,143400,4324.0,87790,7771.0,22613.0,2311.0,34624.0,173355,An Open Source Machine Learning Framework for Everyone.,4269.0,55,True,2022-11-18 06:01:33.000,2.11.0,172.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],269665.0,254924.0,https://pypi.org/project/tensorflow,2022-11-18 05:40:24.645,14741.0,15886792.0,20683955.0,https://anaconda.org/conda-forge/tensorflow,2023-01-08 21:26:45.867,3977793.0,https://hub.docker.com/r/tensorflow/tensorflow,2023-02-16 13:49:14.807560,2105.0,71285250.0,1.0,,,,,,,,,,,,,,,,,,,,
7,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2023-02-16 12:58:53.000000,2023-02-14 22:07:31,29579,316.0,23926,2159.0,14942.0,2133.0,8387.0,52955,scikit-learn: machine learning in Python.,2855.0,52,True,2023-01-24 16:52:14.000,1.2.1,68.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],497511.0,470145.0,https://pypi.org/project/scikit-learn,2023-01-24 16:44:32.680,27366.0,34517409.0,34749433.0,https://anaconda.org/conda-forge/scikit-learn,2023-01-25 02:09:45.686,18793146.0,,,,,1.0,844.0,,,,,,,,,,,,,,,,,,,
8,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-02-16 14:10:12.000000,2023-02-16 14:09:58,56869,2882.0,17393,1632.0,63293.0,11034.0,21174.0,62757,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3850.0,50,True,2022-12-16 00:17:16.000,1.13.1,43.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],7823.0,,https://pypi.org/project/torch,2022-12-15 20:09:57.027,7823.0,8338031.0,9675568.0,https://anaconda.org/pytorch/pytorch,2022-12-15 16:18:09.640,22735735.0,,,,,1.0,10897.0,,,,,,,,,,,,,,,,,,,
9,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-02-16 12:26:40.000000,2023-02-16 07:36:37,45853,860.0,6714,594.0,15932.0,1862.0,7721.0,16875,matplotlib: plotting with Python.,1470.0,50,True,2023-02-13 22:56:02.762,3.7.0,100.0,matplotlib,conda-forge/matplotlib,,,,810845.0,752509.0,https://pypi.org/project/matplotlib,2023-01-25 21:23:43.941,58336.0,31362333.0,31539415.0,https://anaconda.org/conda-forge/matplotlib,2023-02-14 21:00:18.268,15760356.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
