,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2023-03-30 03:26:27.000000,2023-03-27 07:48:15,1346.0,21.0,485,98.0,217.0,46.0,103.0,3297,Benchmarks of approximate nearest neighbor libraries in Python.,80.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-03-23 16:41:25.000000,2023-03-23 16:41:25,215.0,26.0,141,52.0,132.0,1.0,2.0,1847,Collection of web-scraping and crawling libraries.,10.0,0,True,2023-03-23 16:42:20.000,2023.03.23,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-30 13:37:58.000000,2023-03-23 16:42:58,230.0,25.0,209,83.0,134.0,4.0,4.0,2902,Collection of data-loading and -extraction libraries.,9.0,0,True,2023-03-23 16:43:06.000,2023.03.23,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-30 13:37:58.000000,2023-03-23 16:42:58,230.0,25.0,209,83.0,134.0,4.0,4.0,2902,Collection of database clients for python.,9.0,0,True,2023-03-23 16:43:06.000,2023.03.23,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-30 13:37:58.000000,2023-03-23 16:42:58,230.0,25.0,209,83.0,134.0,4.0,4.0,2902,"Collection of data-container, dataframe, and pandas-utility libraries.",9.0,0,True,2023-03-23 16:43:06.000,2023.03.23,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-30 13:37:58.000000,2023-03-23 16:42:58,230.0,25.0,209,83.0,134.0,4.0,4.0,2902,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",9.0,0,True,2023-03-23 16:43:06.000,2023.03.23,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2023-03-30 13:54:17.000000,2023-03-30 13:54:12,145712.0,4673.0,88019,7738.0,22807.0,2274.0,34903.0,174712,An Open Source Machine Learning Framework for Everyone.,4310.0,55,True,2023-03-23 15:50:02.000,2.12.0,175.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],277170.0,262299.0,https://pypi.org/project/tensorflow,2023-03-22 23:10:35.879,14871.0,17402600.0,20243765.0,https://anaconda.org/conda-forge/tensorflow,2023-03-27 12:39:49.535,4044365.0,https://hub.docker.com/r/tensorflow/tensorflow,2023-03-30 12:48:53.381939,2127.0,72070547.0,1.0,,,,,,,,,,,,,,,,,,,,
7,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2023-03-30 13:32:14.000000,2023-03-30 12:50:17,29802.0,395.0,24097,2154.0,15213.0,2119.0,8476.0,53569,scikit-learn: machine learning in Python.,2894.0,52,True,2023-03-09 10:08:59.000,1.2.2,69.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],517108.0,489286.0,https://pypi.org/project/scikit-learn,2023-01-24 16:44:32.680,27822.0,38676040.0,38924300.0,https://anaconda.org/conda-forge/scikit-learn,2023-03-24 18:32:25.095,20356562.0,,,,,1.0,856.0,,,,,,,,,,,,,,,,,,,
8,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-03-30 14:13:16.000000,2023-03-30 12:13:28,58238.0,2988.0,17837,1630.0,65273.0,11511.0,21805.0,64569,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3947.0,50,True,2023-03-15 19:38:58.000,2.0.0,44.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],9240.0,,https://pypi.org/project/torch,2022-12-15 20:09:57.027,9240.0,9655159.0,10475596.0,https://anaconda.org/pytorch/pytorch,2023-03-14 19:20:31.620,14765002.0,,,,,1.0,12551.0,,,,,,,,,,,,,,,,,,,
9,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-03-30 14:21:46.000000,2023-03-30 14:21:46,46813.0,1031.0,6791,591.0,16181.0,1819.0,7891.0,17111,matplotlib: plotting with Python.,1488.0,50,True,2023-03-04 07:29:28.961,3.7.1,101.0,matplotlib,conda-forge/matplotlib,,,,841242.0,782051.0,https://pypi.org/project/matplotlib,2023-01-25 21:23:43.941,59191.0,35215890.0,35407743.0,https://anaconda.org/conda-forge/matplotlib,2023-03-06 21:33:49.039,17266840.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-03-30 14:12:13.000000,2023-03-30 13:36:07,12467.0,799.0,19005,939.0,11160.0,619.0,10736.0,88718,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1806.0,49,True,2023-03-29 17:08:29.000,4.27.4,105.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",62642.0,61103.0,https://pypi.org/project/transformers,2023-01-24 17:05:59.598,1539.0,12328518.0,12352873.0,https://anaconda.org/conda-forge/transformers,2023-03-30 01:34:36.221,998450.0,,,,,1.0,135.0,,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-03-30 14:49:43.000000,2023-03-30 14:45:43,29786.0,515.0,4639,345.0,9245.0,1685.0,7571.0,10993,"Ecosystem of open-source software for mathematics, science, and engineering.",1440.0,47,True,2023-02-19 21:46:42.000,1.10.1,89.0,scipy,conda-forge/scipy,,,,61613.0,,https://pypi.org/project/scipy,2023-01-03 22:36:58.305,61613.0,56201505.0,56634992.0,https://anaconda.org/conda-forge/scipy,2023-02-26 14:29:14.610,35217372.0,,,,,1.0,368700.0,-2.0,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-03-30 13:17:51.000000,2023-03-29 14:04:14,14590.0,385.0,2004,219.0,4183.0,129.0,2663.0,10668,Python Imaging Library (Fork).,434.0,47,True,2023-01-02 21:32:51.909,9.4.0,91.0,Pillow,conda-forge/pillow,,,,1155752.0,1090775.0,https://pypi.org/project/Pillow,2023-01-02 21:32:51.909,64977.0,56020545.0,56332756.0,https://anaconda.org/conda-forge/pillow,2023-03-08 11:59:44.515,25913544.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-03-30 14:50:14.000000,2023-03-29 18:46:43,53780.0,1011.0,3923,291.0,12288.0,4709.0,8346.0,10485,A computer algebra system written in pure Python.,1210.0,47,True,2022-08-30 17:34:08.040,1.11.1,49.0,sympy,conda-forge/sympy,,,,60514.0,56048.0,https://pypi.org/project/sympy,2022-08-30 17:34:08.040,4466.0,4456059.0,4497618.0,https://anaconda.org/conda-forge/sympy,2023-03-20 20:07:58.909,3058737.0,,,,,1.0,493969.0,,,,,,,,,,,,,,,,,,,
14,Keras,keras-team/keras,ml-frameworks,,https://github.com/keras-team/keras,https://github.com/keras-team/keras,Apache-2.0,2015-03-28 00:35:42.000,2023-03-30 09:11:47.000000,2023-03-30 00:09:28,7933.0,307.0,19312,1921.0,6022.0,371.0,11401.0,57757,Deep Learning for humans.,1173.0,45,True,2023-03-21 20:12:17.000,2.12.0,76.0,keras,conda-forge/keras,,https://keras.io,['tensorflow'],553.0,,https://pypi.org/project/keras,2023-02-23 18:53:01.699,553.0,11092945.0,11130341.0,https://anaconda.org/conda-forge/keras,2023-03-25 02:52:58.755,2954324.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
15,PySpark,apache/spark,ml-frameworks,,https://github.com/apache/spark,https://github.com/apache/spark,Apache-2.0,2014-02-25 08:00:08.000,2023-03-30 14:04:45.000000,2023-03-30 12:48:47,36295.0,1057.0,26683,2049.0,40580.0,207.0,,35348,Apache Spark Python API.,2841.0,45,True,2023-02-15 22:45:09.199,3.3.2,34.0,pyspark,conda-forge/pyspark,,,['spark'],995.0,,https://pypi.org/project/pyspark,2022-11-28 18:27:04.218,995.0,25457769.0,25491535.0,https://anaconda.org/conda-forge/pyspark,2023-02-19 18:08:45.517,2431222.0,,,,,1.0,,,stable/spark,,,,,,,,,,,,,,,,,
16,StatsModels,statsmodels/statsmodels,ml-frameworks,,https://github.com/statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,BSD-3-Clause,2011-06-12 17:04:50.000,2023-03-26 20:50:05.000000,2023-03-19 13:42:30,14941.0,86.0,2673,276.0,3720.0,2556.0,2634.0,8331,Statsmodels: statistical modeling and econometrics in Python.,409.0,45,True,2022-11-02 17:40:09.913,0.13.5,33.0,statsmodels,conda-forge/statsmodels,,,,93172.0,88145.0,https://pypi.org/project/statsmodels,2022-11-02 17:40:09.913,5027.0,9438229.0,9551962.0,https://anaconda.org/conda-forge/statsmodels,2022-11-04 18:55:06.900,9212406.0,,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,
17,spaCy,explosion/spaCy,nlp,,https://github.com/explosion/spaCy,https://github.com/explosion/spaCy,MIT,2014-07-03 15:15:40.000,2023-03-30 13:00:34.000000,2023-03-29 16:54:47,15869.0,115.0,4045,550.0,3686.0,99.0,5302.0,25644,Industrial-strength Natural Language Processing (NLP) in Python.,721.0,44,True,2023-03-10 09:02:56.000,3.5.1,212.0,spacy,conda-forge/spacy,,,,58873.0,56258.0,https://pypi.org/project/spacy,2023-01-20 09:51:09.566,2615.0,5134777.0,5175621.0,https://anaconda.org/conda-forge/spacy,2023-03-13 22:57:38.972,2981652.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
18,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-03-30 14:51:16.000000,2023-03-30 02:50:02,16646.0,1161.0,4325,448.0,20331.0,2874.0,10703.0,24824,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,837.0,44,True,2023-03-27 17:25:34.000,ray-2.3.1,82.0,ray,conda-forge/ray-tune,,,,9183.0,8720.0,https://pypi.org/project/ray,2023-02-24 06:15:04.778,463.0,2319402.0,2323359.0,https://anaconda.org/conda-forge/ray-tune,2023-02-26 10:20:09.550,106845.0,,,,,1.0,48.0,,,,,,,,,,,,,,,,,,,
19,XGBoost,dmlc/xgboost,ml-frameworks,,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,Apache-2.0,2014-02-06 17:28:03.000,2023-03-30 12:02:31.000000,2023-03-30 11:09:07,6287.0,167.0,8555,921.0,4234.0,367.0,4451.0,23911,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and..",597.0,44,True,2023-02-16 17:21:58.847,1.7.4,72.0,xgboost,conda-forge/xgboost,,https://xgboost.readthedocs.io/en/latest/,,52609.0,51062.0,https://pypi.org/project/xgboost,2023-01-06 19:21:10.487,1547.0,8821824.0,8873888.0,https://anaconda.org/conda-forge/xgboost,2023-03-17 07:46:42.740,3744537.0,,,,,2.0,6237.0,,,,,,,,,,,,,,,,,,,
20,nltk,nltk/nltk,nlp,,https://github.com/nltk/nltk,https://github.com/nltk/nltk,Apache-2.0,2009-09-07 10:53:58.000,2023-03-19 10:42:08.000000,2023-03-13 06:42:52,14438.0,20.0,2694,468.0,1411.0,229.0,1474.0,11714,Suite of libraries and programs for symbolic and statistical natural language processing for English.,439.0,44,True,2023-01-02 22:02:43.849,3.8.1,52.0,nltk,conda-forge/nltk,,,,196402.0,184131.0,https://pypi.org/project/nltk,2023-01-02 22:02:43.849,12271.0,10561156.0,10584661.0,https://anaconda.org/conda-forge/nltk,2023-01-02 21:54:06.351,1856900.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
