,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2023-03-15 22:48:02.000000,2023-03-11 16:33:42,1344.0,19.0,483,98.0,214.0,46.0,103.0,3281,Benchmarks of approximate nearest neighbor libraries in Python.,79.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-03-20 23:10:25.000000,2023-03-20 23:10:23,213.0,25.0,141,52.0,131.0,1.0,2.0,1842,Collection of web-scraping and crawling libraries.,10.0,0,True,2023-03-20 23:10:44.000,2023.03.16,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-23 13:37:40.000000,2023-03-20 23:11:04,228.0,24.0,209,82.0,133.0,4.0,4.0,2885,Collection of data-loading and -extraction libraries.,9.0,0,True,2023-03-20 23:11:10.000,2023.03.16,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-23 13:37:40.000000,2023-03-20 23:11:04,228.0,24.0,209,82.0,133.0,4.0,4.0,2885,Collection of database clients for python.,9.0,0,True,2023-03-20 23:11:10.000,2023.03.16,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-23 13:37:40.000000,2023-03-20 23:11:04,228.0,24.0,209,82.0,133.0,4.0,4.0,2885,"Collection of data-container, dataframe, and pandas-utility libraries.",9.0,0,True,2023-03-20 23:11:10.000,2023.03.16,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-03-23 13:37:40.000000,2023-03-20 23:11:04,228.0,24.0,209,82.0,133.0,4.0,4.0,2885,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",9.0,0,True,2023-03-20 23:11:10.000,2023.03.16,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2023-03-23 13:35:07.000000,2023-03-23 13:35:01,145346.0,4513.0,87990,7741.0,22778.0,2295.0,34823.0,174455,An Open Source Machine Learning Framework for Everyone.,4303.0,55,True,2023-03-22 21:31:02.000,2.12.0,175.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],275749.0,260891.0,https://pypi.org/project/tensorflow,2022-11-18 05:40:24.645,14858.0,17213077.0,20046059.0,https://anaconda.org/conda-forge/tensorflow,2023-03-23 12:10:46.220,4030869.0,https://hub.docker.com/r/tensorflow/tensorflow,2023-03-23 12:53:24.125186,2119.0,71944274.0,1.0,,,,,,,,,,,,,,,,,,,,
7,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2023-03-23 14:13:49.000000,2023-03-23 14:13:48,29766.0,381.0,24093,2156.0,15161.0,2126.0,8462.0,53475,scikit-learn: machine learning in Python.,2884.0,52,True,2023-03-09 10:08:59.000,1.2.2,69.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],513412.0,485612.0,https://pypi.org/project/scikit-learn,2023-01-24 16:44:32.680,27800.0,38534755.0,38779380.0,https://anaconda.org/conda-forge/scikit-learn,2023-03-09 11:58:40.701,20058472.0,,,,,1.0,852.0,,,,,,,,,,,,,,,,,,,
8,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-03-23 14:14:23.000000,2023-03-23 13:31:29,57964.0,2791.0,17785,1629.0,64900.0,11427.0,21680.0,64259,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3930.0,50,True,2023-03-15 19:38:58.000,2.0.0,44.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],9108.0,,https://pypi.org/project/torch,2022-12-15 20:09:57.027,9108.0,9377393.0,10187793.0,https://anaconda.org/pytorch/pytorch,2023-03-14 19:20:31.620,14584340.0,,,,,1.0,12421.0,,,,,,,,,,,,,,,,,,,
9,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-03-23 12:57:02.000000,2023-03-23 10:30:43,46753.0,1011.0,6776,591.0,16154.0,1847.0,7852.0,17065,matplotlib: plotting with Python.,1484.0,50,True,2023-03-04 07:29:28.961,3.7.1,101.0,matplotlib,conda-forge/matplotlib,,,,835456.0,776430.0,https://pypi.org/project/matplotlib,2023-01-25 21:23:43.941,59026.0,34654818.0,34844008.0,https://anaconda.org/conda-forge/matplotlib,2023-03-06 21:33:49.039,17027161.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-03-23 14:26:53.000000,2023-03-23 14:26:51,12406.0,753.0,18742,936.0,11093.0,605.0,10688.0,87057,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1791.0,49,True,2023-03-20 17:42:11.000,4.27.2,103.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",61436.0,59925.0,https://pypi.org/project/transformers,2023-01-24 17:05:59.598,1511.0,12038390.0,12062144.0,https://anaconda.org/conda-forge/transformers,2023-03-22 04:45:15.137,973675.0,,,,,1.0,270.0,,,,,,,,,,,,,,,,,,,
