,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2023-02-23 02:06:44.000000,2023-02-16 13:02:53,1329,9.0,480,96.0,201.0,46.0,102.0,3240,Benchmarks of approximate nearest neighbor libraries in Python.,75.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-02-17 18:07:47.000000,2023-02-17 18:07:46,205,23.0,138,51.0,127.0,,2.0,1810,Collection of web-scraping and crawling libraries.,10.0,0,True,2023-02-17 18:07:52.000,2023.02.16,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-23 13:50:40.000000,2023-02-16 15:25:24,220,22.0,204,84.0,127.0,2.0,4.0,2834,Collection of data-loading and -extraction libraries.,9.0,0,True,2023-02-16 15:25:29.000,2023.02.16,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-23 13:50:40.000000,2023-02-16 15:25:24,220,22.0,204,84.0,127.0,2.0,4.0,2834,Collection of database clients for python.,9.0,0,True,2023-02-16 15:25:29.000,2023.02.16,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-23 13:50:40.000000,2023-02-16 15:25:24,220,22.0,204,84.0,127.0,2.0,4.0,2834,"Collection of data-container, dataframe, and pandas-utility libraries.",9.0,0,True,2023-02-16 15:25:29.000,2023.02.16,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-23 13:50:40.000000,2023-02-16 15:25:24,220,22.0,204,84.0,127.0,2.0,4.0,2834,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",9.0,0,True,2023-02-16 15:25:29.000,2023.02.16,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2023-02-23 13:49:28.809147,2023-02-22 20:21:03,143705,4334.0,87836,7761.0,22634.0,2296.0,34677.0,173551,An Open Source Machine Learning Framework for Everyone.,4277.0,55,True,2022-11-18 06:01:33.000,2.11.0,172.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],270690.0,255949.0,https://pypi.org/project/tensorflow,2022-11-18 05:40:24.645,14741.0,15953595.0,20763399.0,https://anaconda.org/conda-forge/tensorflow,2023-01-08 21:26:45.867,3988980.0,https://hub.docker.com/r/tensorflow/tensorflow,2023-02-23 13:49:28.809147,2108.0,71411742.0,1.0,,,,,,,,,,,,,,,,,,,,
7,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2023-02-23 12:19:02.000000,2023-02-23 08:45:26,29596,295.0,23957,2157.0,14961.0,2145.0,8404.0,53051,scikit-learn: machine learning in Python.,2858.0,52,True,2023-01-24 16:52:14.000,1.2.1,68.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],500332.0,472874.0,https://pypi.org/project/scikit-learn,2023-01-24 16:44:32.680,27458.0,34449182.0,34683129.0,https://anaconda.org/conda-forge/scikit-learn,2023-01-25 02:09:45.686,18948927.0,,,,,1.0,845.0,,,,,,,,,,,,,,,,,,,
8,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-02-23 14:04:51.000000,2023-02-23 11:38:27,57033,2848.0,17393,1637.0,63542.0,11034.0,21258.0,63025,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3857.0,50,True,2022-12-16 00:17:16.000,1.13.1,43.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],7823.0,,https://pypi.org/project/torch,2022-12-15 20:09:57.027,7823.0,8156860.0,9503409.0,https://anaconda.org/pytorch/pytorch,2022-12-15 16:18:09.640,22888870.0,,,,,1.0,11241.0,,,,,,,,,,,,,,,,,,,
9,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-02-23 14:26:04.000000,2023-02-23 04:12:02,46418,1108.0,6714,592.0,15984.0,1862.0,7735.0,16907,matplotlib: plotting with Python.,1477.0,50,True,2023-02-13 22:56:02.762,3.7.0,100.0,matplotlib,conda-forge/matplotlib,,,,815037.0,756701.0,https://pypi.org/project/matplotlib,2023-01-25 21:23:43.941,58336.0,30969930.0,31148140.0,https://anaconda.org/conda-forge/matplotlib,2023-02-14 21:00:18.268,15860742.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
