,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2024-05-06 05:38:50.000000,2024-05-06 01:57:53,1553.0,17.0,685.0,116.0,326.0,60.0,141.0,4625.0,Benchmarks of approximate nearest neighbor libraries in Python.,104.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-05-02 18:18:26.000000,2024-05-02 18:18:26,336.0,28.0,162.0,54.0,199.0,,3.0,2182.0,Collection of web-scraping and crawling libraries.,16.0,0,True,2024-05-02 18:18:37.000,2024.05.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-09 13:36:52.000000,2024-05-02 21:22:18,349.0,24.0,244.0,87.0,195.0,6.0,5.0,3443.0,Collection of data-loading and -extraction libraries.,12.0,0,True,2024-05-02 21:22:27.000,2024.05.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-09 13:36:52.000000,2024-05-02 21:22:18,349.0,24.0,244.0,87.0,195.0,6.0,5.0,3443.0,Collection of database clients for python.,12.0,0,True,2024-05-02 21:22:27.000,2024.05.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-09 13:36:52.000000,2024-05-02 21:22:18,349.0,24.0,244.0,87.0,195.0,6.0,5.0,3443.0,"Collection of data-container, dataframe, and pandas-utility libraries.",12.0,0,True,2024-05-02 21:22:27.000,2024.05.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2024-05-09 13:36:52.000000,2024-05-02 21:22:18,349.0,24.0,244.0,87.0,195.0,6.0,5.0,3443.0,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",12.0,0,True,2024-05-02 21:22:27.000,2024.05.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2024-05-09 13:55:06.000000,2024-05-09 13:54:59,164134.0,4398.0,73887.0,7631.0,27441.0,2373.0,37246.0,185087.0,An Open Source Machine Learning Framework for Everyone.,4600.0,56,True,2024-03-09 00:23:14.000,2.16.1,193.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],374662.0,367462.0,https://pypi.org/project/tensorflow,2024-03-09 00:23:14.000,7200.0,23088528.0,24130930.0,https://anaconda.org/conda-forge/tensorflow,2024-01-30 00:38:25.304,4588937.0,https://hub.docker.com/r/tensorflow/tensorflow,2024-05-09 12:48:39.037443,2403.0,77070662.0,1.0,,,,,,,,,,,,,,,,,,,,
7,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2024-05-09 14:04:30.000000,2024-05-09 14:04:21,72804.0,3451.0,21097.0,1705.0,83774.0,13933.0,28770.0,78289.0,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,4836.0,55,True,2024-04-24 16:12:17.000,2.3.0,52.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],458760.0,442845.0,https://pypi.org/project/torch,2024-04-24 15:44:27.000,15915.0,28809968.0,29476460.0,https://anaconda.org/pytorch/pytorch,2024-04-23 12:59:17.451,21313789.0,,,,,1.0,40282.0,,,,,,,,,,,,,,,,,,,
8,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2024-05-09 14:21:42.000000,2024-05-09 13:36:53,15838.0,750.0,24895.0,1093.0,15639.0,1083.0,13874.0,125713.0,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",2564.0,51,True,2024-05-06 16:09:45.000,4.40.2,141.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",171644.0,166648.0,https://pypi.org/project/transformers,2024-05-06 16:07:56.000,4996.0,27060267.0,27096154.0,https://anaconda.org/conda-forge/transformers,2024-05-07 05:35:22.641,1650830.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
9,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2024-05-09 12:58:54.000000,2024-05-08 06:21:27,31278.0,329.0,24999.0,2141.0,17159.0,2073.0,9273.0,58237.0,scikit-learn: machine learning in Python.,3113.0,50,True,2024-04-09 20:07:22.000,1.4.2,78.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],21302.0,,https://pypi.org/project/scikit-learn,2024-05-06 16:31:43.000,21302.0,66600282.0,67185691.0,https://anaconda.org/conda-forge/scikit-learn,2024-05-07 23:17:12.106,28099229.0,,,,,1.0,950.0,-2.0,,,,,,,,,,,,,,,,,,
