,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2023-01-11 03:45:23.000000,2022-12-05 19:23:18,1325,21.0,472,96.0,195.0,46.0,102.0,3182,Benchmarks of approximate nearest neighbor libraries in Python.,75.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-01-10 13:43:16.000000,2023-01-08 21:27:31,192,22.0,133,52.0,120.0,,2.0,1781,Collection of web-scraping and crawling libraries.,9.0,0,True,2023-01-08 21:27:37.000,2023.01.05,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-01-12 13:45:26.000000,2023-01-05 16:19:08,208,20.0,193,84.0,121.0,2.0,4.0,2759,Collection of data-loading and -extraction libraries.,9.0,0,True,2023-01-05 16:19:14.000,2023.01.05,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-01-12 13:45:26.000000,2023-01-05 16:19:08,208,20.0,193,84.0,121.0,2.0,4.0,2759,Collection of database clients for python.,9.0,0,True,2023-01-05 16:19:14.000,2023.01.05,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-01-12 13:45:26.000000,2023-01-05 16:19:08,208,20.0,193,84.0,121.0,2.0,4.0,2759,"Collection of data-container, dataframe, and pandas-utility libraries.",9.0,0,True,2023-01-05 16:19:14.000,2023.01.05,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-01-12 13:45:26.000000,2023-01-05 16:19:08,208,20.0,193,84.0,121.0,2.0,4.0,2759,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",9.0,0,True,2023-01-05 16:19:14.000,2023.01.05,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2023-01-12 14:01:55.000000,2023-01-12 14:01:43,141455,4486.0,87631,7785.0,22419.0,2334.0,34334.0,172418,An Open Source Machine Learning Framework for Everyone.,4230.0,55,True,2022-11-18 06:01:33.000,2.11.0,171.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],251516.0,237233.0,https://pypi.org/project/tensorflow,2022-11-18 05:40:24.645,14283.0,15339186.0,20071484.0,https://anaconda.org/conda-forge/tensorflow,2023-01-08 21:26:45.867,3910923.0,https://hub.docker.com/r/tensorflow/tensorflow,2023-01-12 13:48:50.390221,2091.0,70638296.0,1.0,,,,,,,,,,,,,,,,,,,,
7,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2023-01-12 14:16:10.000000,2023-01-12 14:16:10,29459,343.0,23812,2166.0,14783.0,2144.0,8315.0,52563,scikit-learn: machine learning in Python.,2828.0,52,True,2022-12-08 14:17:42.000,1.2.0,67.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],465464.0,439801.0,https://pypi.org/project/scikit-learn,2022-08-05 14:46:05.647,25663.0,32756701.0,32981778.0,https://anaconda.org/conda-forge/scikit-learn,2022-12-08 22:18:09.965,18005397.0,,,,,1.0,834.0,,,,,,,,,,,,,,,,,,,
8,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-01-12 14:17:02.000000,2023-01-12 14:16:49,55531,2852.0,17141,1631.0,61650.0,10561.0,20454.0,61577,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3784.0,50,True,2022-12-16 00:17:16.000,1.13.1,43.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],7625.0,,https://pypi.org/project/torch,2022-06-28 16:21:51.000,7625.0,7728610.0,9101777.0,https://anaconda.org/pytorch/pytorch,2022-12-15 16:18:09.640,21968680.0,,,,,1.0,9502.0,,,,,,,,,,,,,,,,,,,
9,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-01-12 13:25:08.000000,2023-01-11 22:51:11,45565,951.0,6675,588.0,15743.0,1871.0,7631.0,16698,matplotlib: plotting with Python.,1459.0,50,True,2023-01-12 02:25:00.396,3.6.3,97.0,matplotlib,conda-forge/matplotlib,,,,754402.0,699351.0,https://pypi.org/project/matplotlib,2022-10-08 09:47:16.868,55051.0,28344880.0,28518335.0,https://anaconda.org/conda-forge/matplotlib,2022-11-04 00:12:43.022,15264121.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10,transformers,huggingface/transformers,nlp,,https://github.com/huggingface/transformers,https://github.com/huggingface/transformers,Apache-2.0,2018-10-29 13:56:00.000,2023-01-12 13:36:07.000000,2023-01-12 12:32:04,11735,734.0,17095,877.0,10338.0,568.0,10247.0,77886,"Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",1683.0,49,True,2022-12-02 16:03:31.000,4.25.1,100.0,transformers,conda-forge/transformers,,,"['pytorch', 'tensorflow']",46671.0,45697.0,https://pypi.org/project/transformers,2022-06-21 19:27:20.000,974.0,7915069.0,7933576.0,https://anaconda.org/conda-forge/transformers,2022-11-03 07:57:01.121,721282.0,,,,,1.0,627.0,-1.0,,,,,,,,,,,,,,,,,,
11,scipy,scipy/scipy,others,,https://github.com/scipy/scipy,https://github.com/scipy/scipy,BSD-3-Clause,2011-03-09 18:52:03.000,2023-01-12 14:35:05.000000,2023-01-12 01:10:16,29308,414.0,4547,342.0,8980.0,1690.0,7388.0,10696,"Ecosystem of open-source software for mathematics, science, and engineering.",1405.0,49,True,2023-01-03 22:48:32.000,1.10.0,88.0,scipy,conda-forge/scipy,,,,684665.0,626446.0,https://pypi.org/project/scipy,2022-10-20 00:45:22.690,58219.0,44782186.0,45181466.0,https://anaconda.org/conda-forge/scipy,2023-01-04 12:04:30.808,31619278.0,,,,,1.0,363687.0,,,,,,,,,,,,,,,,,,,
12,Pillow,python-pillow/Pillow,image,,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,PIL,2012-07-24 21:38:39.000,2023-01-12 14:36:31.000000,2023-01-12 12:45:09,14276,418.0,1962,219.0,4075.0,106.0,2621.0,10432,The friendly PIL fork (Python Imaging Library).,422.0,47,True,2023-01-02 21:32:51.909,9.4.0,91.0,Pillow,conda-forge/pillow,,,,1032606.0,969459.0,https://pypi.org/project/Pillow,2022-10-29 15:26:51.013,63147.0,47140733.0,47415536.0,https://anaconda.org/conda-forge/pillow,2023-01-02 17:04:40.551,22259064.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13,SymPy,sympy/sympy,others,,https://github.com/sympy/sympy,https://github.com/sympy/sympy,BSD-3-Clause,2010-04-30 20:37:14.000,2023-01-12 13:35:00.000000,2023-01-12 11:51:28,52769,406.0,3813,284.0,11996.0,4632.0,8228.0,9961,A computer algebra system written in pure Python.,1191.0,47,True,2022-08-30 17:34:08.040,1.11.1,48.0,sympy,conda-forge/sympy,,,,54784.0,50575.0,https://pypi.org/project/sympy,2022-03-20 12:00:44.000,4209.0,3277197.0,3316086.0,https://anaconda.org/conda-forge/sympy,2022-10-27 02:25:19.270,2772855.0,,,,,1.0,482175.0,,,,,,,,,,,,,,,,,,,
14,Ray,ray-project/ray,distributed-ml,,https://github.com/ray-project/ray,https://github.com/ray-project/ray,Apache-2.0,2016-10-25 19:38:30.000,2023-01-12 14:31:07.000000,2023-01-12 07:46:51,15607,1014.0,4113,438.0,18883.0,2640.0,10042.0,23613,Ray is a unified framework for scaling AI and Python applications. Ray consists of a core distributed runtime and a..,800.0,45,True,2022-12-13 19:58:35.871,2.2.0,79.0,ray,conda-forge/ray-tune,,,,7223.0,6944.0,https://pypi.org/project/ray,2022-06-09 17:13:59.000,279.0,1789973.0,1793539.0,https://anaconda.org/conda-forge/ray-tune,2023-01-11 02:13:20.359,89174.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
