,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
0,ANN Benchmarks,erikbern/ann-benchmarks,nn-search,True,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43.000,2023-01-30 05:44:17.000000,2023-01-25 14:05:16,1326,22.0,473,96.0,200.0,46.0,102.0,3204,Benchmarks of approximate nearest neighbor libraries in Python.,75.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web Scraping,ml-tooling/best-of-web-python,web-scraping,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python#web-scraping--crawling,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-01-31 15:37:58.000000,2023-01-31 15:37:56,198,22.0,135,52.0,123.0,,2.0,1800,Collection of web-scraping and crawling libraries.,9.0,0,True,2023-01-31 15:38:03.000,2023.01.26,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python - Data Extraction,ml-tooling/best-of-python,data-loading,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-loading--extraction,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-02 13:45:31.000000,2023-01-31 15:38:51,214,22.0,204,84.0,124.0,2.0,4.0,2795,Collection of data-loading and -extraction libraries.,9.0,0,True,2023-01-31 15:38:58.000,2023.01.26,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-python - DB Clients,ml-tooling/best-of-python,db-clients,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#database-clients,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-02 13:45:31.000000,2023-01-31 15:38:51,214,22.0,204,84.0,124.0,2.0,4.0,2795,Collection of database clients for python.,9.0,0,True,2023-01-31 15:38:58.000,2023.01.26,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-python - Data Containers,ml-tooling/best-of-python,data-containers,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-containers--dataframes,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-02 13:45:31.000000,2023-01-31 15:38:51,214,22.0,204,84.0,124.0,2.0,4.0,2795,"Collection of data-container, dataframe, and pandas-utility libraries.",9.0,0,True,2023-01-31 15:38:58.000,2023.01.26,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,best-of-python - Data Pipelines,ml-tooling/best-of-python,data-pipelines,True,https://github.com/ml-tooling/best-of-python,https://github.com/ml-tooling/best-of-python#data-pipelines--streaming,CC-BY-SA-4.0,2021-01-11 19:11:32.000,2023-02-02 13:45:31.000000,2023-01-31 15:38:51,214,22.0,204,84.0,124.0,2.0,4.0,2795,"Libraries for data batch- and stream-processing, workflow automation, job scheduling, and other data pipeline tasks.",9.0,0,True,2023-01-31 15:38:58.000,2023.01.26,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Tensorflow,tensorflow/tensorflow,ml-frameworks,,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20.000,2023-02-02 13:48:51.232743,2023-02-02 13:36:35,142653,4396.0,87720,7782.0,22505.0,2318.0,34510.0,172914,An Open Source Machine Learning Framework for Everyone.,4256.0,55,True,2022-11-18 06:01:33.000,2.11.0,171.0,tensorflow,conda-forge/tensorflow,tensorflow/tensorflow,https://www.tensorflow.org/overview,['tensorflow'],256809.0,242484.0,https://pypi.org/project/tensorflow,2022-11-18 05:40:24.645,14325.0,15470155.0,20242095.0,https://anaconda.org/conda-forge/tensorflow,2023-01-08 21:26:45.867,3955567.0,https://hub.docker.com/r/tensorflow/tensorflow,2023-02-02 13:48:51.232743,2098.0,71024531.0,1.0,,,,,,,,,,,,,,,,,,,,
7,scikit-learn,scikit-learn/scikit-learn,ml-frameworks,,https://github.com/scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,BSD-3-Clause,2010-08-17 09:43:38.000,2023-02-02 13:40:35.000000,2023-02-02 09:13:45,29540,347.0,23887,2161.0,14885.0,2142.0,8367.0,52763,scikit-learn: machine learning in Python.,2844.0,52,True,2023-01-24 16:52:14.000,1.2.1,68.0,scikit-learn,conda-forge/scikit-learn,,,['sklearn'],477248.0,451373.0,https://pypi.org/project/scikit-learn,2023-01-24 16:44:32.680,25875.0,34416922.0,34644909.0,https://anaconda.org/conda-forge/scikit-learn,2023-01-25 02:09:45.686,18466168.0,,,,,1.0,842.0,,,,,,,,,,,,,,,,,,,
8,PyTorch,pytorch/pytorch,ml-frameworks,,https://github.com/pytorch/pytorch,https://github.com/pytorch/pytorch,BSD-3-Clause,2016-08-13 05:26:41.000,2023-02-02 13:58:16.000000,2023-02-02 13:53:02,56280,2792.0,17330,1633.0,62550.0,11025.0,20917.0,62323,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,3819.0,50,True,2022-12-16 00:17:16.000,1.13.1,43.0,torch,pytorch/pytorch,,https://pytorch.org/docs/stable/index.html,['pytorch'],7625.0,,https://pypi.org/project/torch,2022-06-28 16:21:51.000,7625.0,8320192.0,9640177.0,https://anaconda.org/pytorch/pytorch,2022-12-15 16:18:09.640,22437492.0,,,,,1.0,10293.0,,,,,,,,,,,,,,,,,,,
9,Matplotlib,matplotlib/matplotlib,data-viz,,https://github.com/matplotlib/matplotlib,https://github.com/matplotlib/matplotlib,Python-2.0,2011-02-19 03:17:12.000,2023-02-02 09:38:20.000000,2023-02-01 16:27:31,45739,878.0,6700,589.0,15865.0,1873.0,7684.0,16805,matplotlib: plotting with Python.,1464.0,50,True,2023-01-12 02:25:00.396,3.6.3,99.0,matplotlib,conda-forge/matplotlib,,,,773829.0,718456.0,https://pypi.org/project/matplotlib,2023-01-25 21:23:43.941,55373.0,31052498.0,31227290.0,https://anaconda.org/conda-forge/matplotlib,2023-01-27 21:59:53.409,15556519.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
